;Unnamed: 0;ID;Datetime;Text;Username;clean_tweet
1904;1904;1,59319E+18;2022-11-17 10:32:43+00:00;@radixwp @Apokrifa22 @txtdrwidia @derpinho313 @hadinataku @Syyahrirsutan @camat212 @mindlipstick @Ayah_AlifaAlfa @Jayandaru2020 @langiiiitttt @masiha_kafirun @kuasabu2 @BoyId22 @JinNonik @_ferdysambo_ @littlevixen__ @amun_ra2 @BarathaAtmadja @AswantGardapati @balaputra_deva @Triasss_2nd @AlamTimur3 @Antie_KadrunEr @AkhmadAli1402 @__anomali__ @YogaAdrianyoga6 @DiptraD @JN_Eri @tockSelank @katzedikke @winniputry1 @davidpu68353534 @lestaribanara @_diajengemy @AsepIra44314224 @agama_nusantara @mualafjelita @DiposuroP @korekbiasa @Patmo_Wijoyo @Totoniman @yudhapati88 @AremaNita__ @_christing_ @GlHindu @jawapos Ga ada sistem sekelas syariah drumuskan utk mnjerumuskan org.. yg ngotot siapa? ga rugiin siapapun itu, hanya awal dix, sebelum si ateis jejadian ini dpt pintu masuk menunut hak lebih ke politik melebar ke pilkades, pilkada, bahkan pilpres atas nama ksamaan HAM dlm UU. Tai lah;zulfiarrahman;radixwp apokrifa22 txtdrwidia derpinho313 hadinataku syyahrirsutan camat212 mindlipstick ayah alifaalfa jayandaru2020 langiiiitttt masiha kafirun kuasabu2 boyid22 jinnonik ferdysambo littlevixen amun ra2 barathaatmadja aswantgardapati balaputra deva triasss 2nd alamtimur3 antie kadruner akhmadali1402 anomali yogaadrianyoga6 diptrad jn eri tockselank katzedikke winniputry1 davidpu68353534 lestaribanara diajengemy asepira44314224 agama nusantara mualafjelita diposurop korekbiasa patmo wijoyo totoniman yudhapati88 aremanita christing glhindu jawapos sistem kelas syariah drumuskan mnjerumuskan orang ngotot siapa rugiin siapa awal dix ateis jejadian pintu masuk nunut hak lebih politik lebar pilkades pilkada bahkan pilpres atas nama ksamaan ham tai lah
1905;1905;1,59319E+18;2022-11-17 10:20:09+00:00;@Khendy_Manggala @Miduk17 Apalagi pak sandi yg awalnya jadi lawan politik saat pilpres dan kemudian dijadikan satu kubu dapat menjaga kestabilan politik selepas pandemi. Hal seperti itu membuat fokus pemerintah dalam menjaga kestabilan ekonomi. Kalo selepas pandemi politik panas kapan recovery nya?;TheaRizkyyy;khendy manggala miduk17 sandi awal lawan politik pilpres kemudian jadi satu kubu jaga stabil politik lepas pandemi buat fokus perintah jaga stabil ekonomi kalo lepas pandemi politik panas kapan recovery
1906;1906;1,59318E+18;2022-11-17 10:03:50+00:00;"Dugaan Willy Aditya, Sebut Ada Pihak Sengaja Munculkan Sentimen Politik Identitas Jelang Pilpres 2024

https://t.co/txuzx2xvTe

#willyaditya #Politics #Politik #news #NEW #NewsUpdates #NewsUpdate #Pilpres2024 #PemiluSerentak2024";DameRomadona;duga willy aditya sebut pihak sengaja muncul sentimen politik identitas jelang pilpres 2024 willyaditya politics politik news new newsupdates newsupdate pilpres2024 pemiluserentak2024
1907;1907;1,59318E+18;2022-11-17 10:01:40+00:00;Politik dagang sapi dan transaksional tetap terjadi menjelang Pemilu dan Pilpres. Sebab biaya Pemilu dan Pilpres itu sangat mahal. Semua parpol juga mau memberi tiket asal calon ada dana untuk membantu membiayai operasional Parpol dan itu wajar. https://t.co/74e6vfWWkU;GemparSoekarno4;politik dagang sapi transaksional tetap jadi jelang milu pilpres biaya milu pilpres sangat mahal semua parpol beri tiket asal calon dana bantu biaya operasional parpol wajar
1908;1908;1,59318E+18;2022-11-17 09:59:15+00:00;@CNNIndonesia Gini amat politik negeri saat ini. Sejahat2nya politik dl, saat ini lbh parah dan semua dimulai pilpres 2014 dan penggunaan medsos yg masif utk saling tebar kebencian satu sama lain.;JuanIdhoe07;cnnindonesia gin politik negeri sejahat2nya politik lbh parah semua mulai pilpres 2014 guna medsos masif saling tebar benci satu sama
1910;1910;1,59317E+18;2022-11-17 09:07:05+00:00;"@OfficialiNewsTV Ayo dong menteri dr @NasDem yg pny kewenangan keluarkan izin lahan food estate, segera keluarkan izinny. Jgn krna urusan politik pilpres lantas kepentingan rakyat &amp; negara di no 2 kan";RCikboy;officialinewstv ayo dong menteri nasdem pny wenang keluar izin lahan food estate segera keluar izinny krna urus politik pilpres lantas penting rakyat negara kan
1911;1911;1,59317E+18;2022-11-17 08:58:02+00:00;keluarga besar PPP yang mendukung Anies maju di Pilpres 2024, juga demi membawa PPP lolos ambang batas parlemen 4 persen pada Pemilu 2024.;Politik_HariIni;keluarga besar ppp dukung anies maju pilpres 2024 bawa ppp lolos ambang batas parlemen persen milu 2024
1912;1912;1,59317E+18;2022-11-17 08:58:01+00:00;"Kader senior PPP Habil Marati bakal memimpin gelaran deklarasi mendukung Anies Baswedan sebagai calon presiden di Pilpres 2024, hari ini, Rabu (16/11) di Yogyakarta.
.
Habil menjelaskan deklarasi bersama Forum Kakbah Membangun (FKM) itu sekaligus menyalurkan aspirasi - https://t.co/C79VUxrHfb";Politik_HariIni;kader senior ppp habil marati bakal pimpin gelar deklarasi dukung anies baswedan calon presiden pilpres 2024 hari rabu yogyakarta habil jelas deklarasi sama forum kakbah bangun fkm sekaligus salur aspirasi
1913;1913;1,59316E+18;2022-11-17 08:43:39+00:00;"Deklarasi Dukungan
kepada Ganjar Pranowo sebagai calon presiden di Pilpres 2024 semakin masif dari berbagai kalangan dan berbagai daerah.
Suatu realitas sosial politik yang lahir dari keinginan rakyat.
https://t.co/xyKB1knyph https://t.co/7ZnP8Ew2EE";AqiaqiH;deklarasi dukung ganjar pranowo calon presiden pilpres 2024 makin masif bagai kalang bagai daerah suatu realitas sosial politik lahir ingin rakyat
1914;1914;1,59315E+18;2022-11-17 08:05:45+00:00;herzaky mahendra, jubir partai demokrat yang mengaku demikian. Publik tentu tahulah rekam jejak partai ini. Sejarah mencatat, demokrat dibesarkan dengan strategi playing victim, bahkan saat Pilpres dan Pemilu tahun 2004, isu penggunaan politik pencitraan itu sangat kental...! https://t.co/qnHjhnWsLJ;inobzky;herzaky mahendra jubir partai demokrat aku publik tahu rekam jejak partai sejarah catat demokrat besar strategi playing victim bahkan pilpres milu tahun 2004 isu guna politik citra sangat kental
1915;1915;1,59315E+18;2022-11-17 07:43:09+00:00;"@Pramukti5 @azwarsiregar Cb kita tanyakan sm Menteri dr @NasDem yg pny kewenangan keluarkan izin food estate, knpa izin food estate sampai hr ini tdk kunjung dikeluarkan. Jgn krna urusan politik pilpres, kepentingan rakyat &amp; negara dinomor dua kan";RCikboy;pramukti5 azwarsiregar tanya menteri nasdem pny wenang keluar izin food estate knpa izin food estate kunjung keluar krna urus politik pilpres penting rakyat negara nomor kan
1917;1917;1,59311E+18;2022-11-17 05:06:22+00:00;Heboh Presiden Jokowi Dukung Prabowo Subianto di Pilpres 2024, Begini Kata Pengamat Politik https://t.co/tBPitZ7OPD;garudatvnews;heboh presiden jokowi dukung prabowo subianto pilpres 2024 begini kata amat politik
1918;1918;1,5931E+18;2022-11-17 04:43:02+00:00;Dugaan NasDem Sebut Ada Pihak Munculkan Sentimen Politik Identitas Jelang Pilpres 2024 https://t.co/fBBqgfHJjd;Riau24Com;duga nasdem sebut pihak muncul sentimen politik identitas jelang pilpres 2024
1919;1919;1,5931E+18;2022-11-17 04:20:11+00:00;@giginpraginanto Makanya bilang sm Menteri @NasDem  yg pny kewenangan keluarkan izin tuk food estate. Segera keluarkan izinny, jgn ditahan2 cm karena urusan politik pilpres;RCikboy;giginpraginanto makanya bilang menteri nasdem pny wenang keluar izin tuk food estate segera keluar izinny ditahan2 urus politik pilpres
1920;1920;1,59309E+18;2022-11-17 03:49:00+00:00;@Muhammad_Saewad Ya elah tadz. Kt mah ga benci siapa2. Cm benci sm kalian2 yg selalu atas nama kan umat agama dan Tuhan aja demi politik pilpres doang??????.  Kita muslim ibadah jg gun bahasa arab. Gada yg benci arab. Cm benci kaum2 kalian aja. Tipu2 pake agama kan??????. Maaf ya;andreanoko;muhammad saewad elah tadz mah benci siapa2 benci kalian2 selalu atas nama kan umat agama tuhan politik pilpres doang muslim ibadah gun bahasa arab gada benci arab benci kaum2 kalian tipu2 pake agama kan maaf
1921;1921;1,59307E+18;2022-11-17 02:46:18+00:00;Yang dilakukan oleh parpol, lanjutnya, justru sibuk saling bertemu untuk menjajaki terbentuknya Koalisi antar mereka. Meskipun platform perjuangan partai-partai tersebut berbeda. Padahal dalam ilmu dan teori politik, Koalisi seharusnya terjadi setelah pemilu dan setelah pilpres.;AMahardiga;laku parpol lanjut justru sibuk saling temu jajak bentuk koalisi antar meski platform juang partai partai sebut beda padahal ilmu teori politik koalisi jadi milu pilpres
1922;1922;1,59307E+18;2022-11-17 02:46:06+00:00;"“Jadi sebenarnya tugas mulia di pundak Partai Politik berbasis Islam bukan sekedar ritual Pilpres lima tahunan. Tetapi lebih dari itu, tugas mulia Partai Islam adalah menempatkan Sila Pertama Pancasila,,,

#LaNyalla #G20Indonesia";AMahardiga;benar tugas mulia pundak partai politik bas islam dar ritual pilpres lima tahun lebih tugas mulia partai islam tempat sila pertama pancasila lanyalla g20indonesia
1923;1923;1,59307E+18;2022-11-17 02:24:44+00:00;Di Indonesia ormas Islam sangat banyak, knp yg digadang2 selama ini cuma Mhd dan NU. Ya betul dr sisi kuantitas memang banyak anggotanya. Apa memang arahnya cuma buat politik praktis saja krn pemilu/pilpres/pilkada perlu meraup suara sebanyak mungkin? https://t.co/RsveqzHc9w;nuklindana_dk;indonesia ormas islam sangat banyak knp digadang2 lama cuma mhd betul sisi kuantitas memang banyak anggota apa memang arah cuma buat politik praktis milu pilpres pilkada perlu raup suara banyak mungkin
1924;1924;1,59306E+18;2022-11-17 01:44:26+00:00;Politik identitas akan merajalela di Pilpres 2024. Satu kata, LAWAN!! https://t.co/hssbTaj7bo;priyayi_ndeso;politik identitas rajalela pilpres 2024 satu kata lawan
1925;1925;1,59305E+18;2022-11-17 01:30:04+00:00;@mat_galer_mania @VIVAcoid Oh ya ujug ujug kl tiap mo pilkada, pileg, atau pilpres pada pakai peci ama jilbab itu bukan politik identitas ya, oke noted!!;arrydeav;mat galer mania vivacoid ujug ujug tiap pilkada pileg pilpres pakai peci ama jilbab politik identitas oke noted
1926;1926;1,59305E+18;2022-11-17 01:29:01+00:00;@bachrum_achmadi Gibran butuh backup presiden setelah jokowi selesai 2024 bila ingin karir politiknya panjang, Dia butuh merapat kepada calon2 yg potensial menang pilpres nanti. Jd ga usah di plintir anies minta restu kl itung2an politik gibran yg lebih butuh untuk dekat dengan capres2 skrg;ademanan;bachrum achmadi gibran butuh backup presiden jokowi selesai 2024 bila karir politik panjang butuh rapat calon2 potensial menang pilpres usah plintir anies minta restu itung2an politik gibran lebih butuh dekat capres2 skrg
1927;1927;1,59305E+18;2022-11-17 01:00:36+00:00;Dalam Konstitusi Indonesia, Pasal 6A ayat (2) UUD Tahun 1945 menyebutkan “Pasangan capres dan Wacapres diusulkan oleh partai politik atau gabungan partai politik peserta pemilu. Dalam pasal 6A ayat (5) UUD Tahun 1945 menjelaskan mengenai tata cara pelaksanaan Pilpres. https://t.co/z6wGgFQT7D;Anggita_lung;konstitusi indonesia pasal ayat uud tahun 1945 sebut pasang capres wacapres usul partai politik gabung partai politik serta milu pasal ayat uud tahun 1945 jelas kena tata cara laksana pilpres
1928;1928;1,59304E+18;2022-11-17 00:45:57+00:00;@yusuf_dumdum jahanam.. pilpres udah lama usai bahkan dah mau pilpres lagi, tp masih juga nyebut2 kadrun kadrun.. begitu jg di DKI jabatan gubernur udah habis tp masih jg bilang kadrun kadrun bahkan  bilang politik identitas, kl ini salah kenapa gak di gugat dari dulu.. penyakit hati.;oneto_g;yusuf dumdum jahanam pilpres udah lama usai bahkan dah pilpres nyebut2 kadrun kadrun dki jabat gubernur udah habis bilang kadrun kadrun bahkan bilang politik identitas salah gak gugat dulu sakit hati
1929;1929;1,59304E+18;2022-11-17 00:35:58+00:00;"Paloh &amp; Anies Harap Catur Politik Jokowi Salah Langkah | Pilpres 2024
https://t.co/7EDKTPLogE";joekampret1;paloh anies harap catur politik jokowi salah langkah pilpres 2024
1930;1930;1,59304E+18;2022-11-17 00:33:55+00:00;Politik kita bebas aktif, kita tidak memihak kalau ada negara lain perang, yg kita usahakan itu jalur perdamaian, krnanya kita sering diminta jadi penengah di negara yg berkonflik, your english is good, but not your knowledge apparantely, u just a bitter loser of pilpres 2019 ?? https://t.co/ksGzaIHkWI;SilentM00524125;politik bebas aktif pihak kalau negara perang usaha jalur damai krnanya sering minta tengah negara konflik your english good but not your knowledge apparantely you just bitter loser pilpres 2019
1931;1931;1,59302E+18;2022-11-16 23:33:40+00:00;@detikcom Hajatan pilpres hanya berlaku sekali per 5 tahun sebagai momentum penyaluran Hak Politik sesuai pandangan masing2 setiap warga negara. Dan bukan berarti masing2 pendukung harus terus memperlebar keretakan. Ada tanggungjawab yg lebih besar yg harus dirawat demi INDONESIA. https://t.co/5gp05JHaKl;arie_sgm;detikcom hajat pilpres laku sekali per tahun momentum salur hak politik sesuai pandang masing2 warga negara arti masing2 dukung terus lebar kereta tanggungjawab lebih besar rawat indonesia
1932;1932;1,59302E+18;2022-11-16 23:28:18+00:00;"@detikcom Sya pikir pak @prabowo adalah figur negarawan yg jg adalah balon pilpres pd bursa 2024. Dgn melihat dinamika GEJOLAK POLITIK GLOBAL saat ini yg makin tdk bs diprediksi, sya rasa beliau sosok yg tepat dan pantas sbg pemimpin INDONESIA kedepan!
@andre_rosiade 
@prabowo 
@Gerindra https://t.co/xyJoxbK9gi";arie_sgm;detikcom sya pikir prabowo figur negarawan balon pilpres bursa 2024 lihat dinamika gejolak politik global prediksi sya rasa beliau sosok tepat pantas pimpin indonesia depan andre rosiade prabowo gerindra
1933;1933;1,59302E+18;2022-11-16 23:21:54+00:00;@ChusnulCh__ @jokowi @NasDem @pranandapaloh @ahmadsahroni88 @adityawilly Ya kan mereka bukan saja menganut politik identitas tapi juga politik kebencian dan fitnah yang sangat mengerikan mereka lancarkan padahal presiden Jokowi di pilpres 2024 dipastikan tidak akan mencalonkan diri lagi;snsutan1;chusnulch jokowi nasdem pranandapaloh ahmadsahroni88 adityawilly kan anut politik identitas politik benci fitnah sangat keri lancar padahal presiden jokowi pilpres 2024 pasti calon diri
1934;1934;1,59297E+18;2022-11-16 20:12:07+00:00;‘Pintar Omong tapi Prestasinya Nol Besar’, Pengamat Politik Bongkar Cara Anies hendak Menangkan Pilpres 2024 https://t.co/XLdrID7Zjh #Terbaru #2024 #Anies #berita https://t.co/pQbT23vpUo;nolantv_berita;pintar omong prestasi nol besar amat politik bongkar cara anies hendak menang pilpres 2024 baru 2024 anies berita
1935;1935;1,59295E+18;2022-11-16 18:50:02+00:00;'Pintar Omong tapi Prestasinya Nol Besar', Pengamat Politik Bongkar Cara Anies Akan Menangkan Pilpres 2024 https://t.co/1lSMEK5Zsp;WartaEkonomi;pintar omong prestasi nol besar amat politik bongkar cara anies menang pilpres 2024
1936;1936;1,59294E+18;2022-11-16 18:13:11+00:00;Prabowo Subianto menjadi salah satu tokoh politik yang memiliki peluang besar dipilih oleh kelompok rakyat kecil alias wong cilik dalam Pilpres 2024. Mending Prabowo https://t.co/PlVm3OARm9 dekade08;Sheinaa_Carl;prabowo subianto jadi salah satu tokoh politik milik peluang besar pilih kelompok rakyat kecil alias wong cilik pilpres 2024 mending prabowo dekade08
1940;1940;1,59292E+18;2022-11-16 16:20:44+00:00;"@dyta0303 @s_cintanirmala @4ULI4_07 @Sajida77271251 @ahmadsalam0741 @AjoSiam @Wong_Loman @Ramadan15045508 @PutunMy @Faiz34839156 @PasukanJihad1 @GhazaliIhwan @pedangpajajaran @udie01178 @Elviny_98 Jokowi sudah ditinggal rakyat srhak Pilpres 2019 lalu, karena rakyat udah terlanjur kecewa.
Terlalu banyak kekonyolan dan kebohongan dan kesalahan yang dibuat Jokowi, tepatnya banysk lakukan blunder politik secara national.
#AniesPastiPresiden2024 
#AniesPastiPresiden2024 https://t.co/DZourKwodM";RajaEmasW4bu;dyta0303 s cintanirmala 4uli4 07 sajida77271251 ahmadsalam0741 ajosiam wong loman ramadan15045508 putunmy faiz34839156 pasukanjihad1 ghazaliihwan pedangpajajaran udie01178 elviny 98 jokowi tinggal rakyat srhak pilpres 2019 lalu rakyat udah lanjur kecewa terlalu banyak konyol bohong salah buat jokowi tepat banysk laku blunder politik national aniespastipresiden2024 aniespastipresiden2024
1941;1941;1,59286E+18;2022-11-16 12:37:18+00:00;@NandarAris8 @PolJokesID @jokowi pilpres 2009 smartphone masih barang mewah, koneksi mobile pun masih HSDPA yg speed downloadnya stabil di belasan KB. sosmed jg masih belum booming. intinya yg main internet cuma menengah atas dan berpendidikan. framing politik bakal ga laku, karena ga menjangkau kalangan bawah.;feelsbringer;nandararis8 poljokesid jokowi pilpres 2009 smartphone barang mewah koneksi mobile hsdpa speed downloadnya stabil bas sosmed booming inti internet cuma tengah atas didik framing politik bakal laku jangkau kalang bawah
1942;1942;1,59286E+18;2022-11-16 12:33:36+00:00;Polarisasi ini terbilang semu. Tidak ada landasan yang jelas soal ideologi politik apa yang diperdebatkan, lebih kepada debat personal legitimasi agama. Pilpres 2019 bisa dibilang menjadi pilpres dengan ketegangan politik identitas yang paling terlihat.;liberaindo;polarisasi bilang semu landas jelas soal ideologi politik apa debat lebih debat personal legitimasi agama pilpres 2019 bilang jadi pilpres tegang politik identitas paling lihat
1943;1943;1,59286E+18;2022-11-16 12:33:32+00:00;Pilpres 2014 membubuhkan cerita baru di dunia politik Indonesia dengan duel maut antara Prabowo-Hatta dengan Jokowi-Jusuf Kalla. Perbedaan karakter dari kedua calon ini membuat cerita pilpres menjadi lebih menarik.;liberaindo;pilpres 2014 bubuh cerita baru dunia politik indonesia duel maut prabowo hatta jokowi jusuf kalla beda karakter dua calon buat cerita pilpres jadi lebih tarik
1944;1944;1,59286E+18;2022-11-16 12:33:20+00:00;Pada pilpres pertama tahun 2004, terdapat 6 pasangan capres dan cawapres. Menariknya, SBY yang tergolong baru di dunia politik meraih kemenangan pada pemilihan ini yang ternyata tidak menjadikan tokoh militer seperti SBY terpinggirkan dari pilihan masyarakat Indonesia;liberaindo;pilpres pertama tahun 2004 dapat pasang capres cawapres tarik sby golong baru dunia politik raih menang pilih nyata jadi tokoh militer sby pinggir pilih masyarakat indonesia
1945;1945;1,59286E+18;2022-11-16 12:33:19+00:00;Indonesia baru berkomitmen pada demokrasi sejak tahun 1998. Strategi politik dari pemilihan presiden (pilpres) sejak tahun 2004 hingga 2024 merupakan hal yang menarik untuk diamati.Banyak perubahan dinamis pada strategi yang dilakukan oleh calon presiden tiap periodenya.;liberaindo;indonesia baru komitmen demokrasi sejak tahun 1998 strategi politik pilih presiden pilpres sejak tahun 2004 hingga 2024 rupa tarik amat banyak ubah dinamis strategi laku calon presiden tiap periode
1946;1946;1,59285E+18;2022-11-16 12:15:42+00:00;"NasDem Sebut Pertemuan Anies dan Gibran Tunjukkan Kedewasaan Politik

https://t.co/zw1HzWtxhd

#indoposco #AniesBaswedan #capres #gibranrakabuming #PartaiNasDem #NasDem #PDIP #Pemilu2024 #PilkadaDKIJakarta #pilpres";indoposco;nasdem sebut temu anies gibran tunjuk dewasa politik indoposco aniesbaswedan capres gibranrakabuming partainasdem nasdem pdip pemilu2024 pilkadadkijakarta pilpres
1947;1947;1,59285E+18;2022-11-16 12:09:36+00:00;"""Jokowi ingin mengatakan, Airlangga sangat memahami pekerjaan eksekutif, khususnya lembaga kepresidenan. Hal itu membuat Airlangga Hartarto sangat layak menjadi capres pada Pilpres 2024,"" 

Pengamat Politik, Jamiluddin Ritonga

https://t.co/9uD7Gdwc3W
 
#partaigolkar https://t.co/OkFjvurWFh";golkarpedia;jokowi kata airlangga sangat paham kerja eksekutif khusus lembaga presiden buat airlangga hartarto sangat layak jadi capres pilpres 2024 amat politik jamiluddin ritonga partaigolkar
1948;1948;1,59285E+18;2022-11-16 12:05:18+00:00;(27)Jangan dipikir Nasdem pertama kali gerak cepat mendeklarasikan seseorang sebagai capres, akan memberikan keuntungan politik. Nyatanya, Nasdem babak belur meski baru menempuh 10 persen perjalanan menuju pilpres 2024.;IntanAlexandr4;pikir nasdem pertama kali gerak cepat deklarasi orang capres beri untung politik nyata nasdem babak bur meski baru tempuh persen jalan tuju pilpres 2024
